====================================================================
gf180-rcosc post-layout PEX PVT run: extracted_ss_T+027C_V3p6_code0xA3
side        : extracted
xxdut.\$1__t1                         0.157738
xxdut.\$1__t8                         0.157737
xxdut.\$37__t4                        0.821584
xxdut.\$9__t13                          2.2714
xxdut.\$9__t11                          2.2714
xxdut.\$37__t16                       0.821584
xxdut.\$1__t7                         0.157736
xxdut.\$1__t3                         0.157734
xxdut.\$37__t7                        0.821584
xxdut.\$9__t14                          2.2714
xxdut.\$9__t8                           2.2714
xxdut.\$37__t8                        0.821584
xxdut.\$1__t5                         0.157733
xxdut.\$1__t4                         0.157732
xxdut.\$37__t9                        0.821584
xxdut.\$9__t15                          2.2714
xxdut.\$9__t9                           2.2714
xxdut.\$37__t10                       0.821584
xxdut.\$1__t6                         0.157732
xxdut.\$1__t2                         0.157733
xxdut.\$37__t5                        0.821584
xxdut.\$9__t10                          2.2714
xxdut.\$29__t9                         1.12087
xxdut.\$37__t18                       0.821584
xxdut.vss__t9                       0.00010598
xxdut.vss__t25                     0.000107392
xxdut.\$37__t11                       0.821584
xxdut.\$29__t6                         1.12087
xxdut.\$29__t3                         1.12088
xxdut.\$37__t12                       0.821584
xxdut.vss__t28                     0.000108809
xxdut.vss__t26                     0.000110226
xxdut.\$37__t13                       0.821584
xxdut.\$29__t7                         1.12088
xxdut.\$29__t4                         1.12089
xxdut.\$37__t14                       0.821584
xxdut.vss__t29                     0.000111643
xxdut.vss__t27                      0.00011306
xxdut.\$37__t15                       0.821584
xxdut.\$29__t8                         1.12089
xxdut.\$29__t5                         1.12089
xxdut.\$37__t17                       0.821584
xxdut.vss__t30                     0.000114476
xxdut.vss__t8                      0.000115898
xxdut.\$37__t6                        0.821584
xxdut.\$29__t2                         1.12089
xxdut.\$9__t7                          2.27151
xxdut.\$9__t1                          2.27142
xxdut.vdd__t1                          3.59958
xxdut.vdd__t2                              3.6
xxdut.\$37__t2                        0.821788
xxdut.\$9__t6                          2.27142
xxdut.vdd__t59                         3.59958
xxdut.vdd__t56                             3.6
xxdut.\$11__t4                          3.3719
xxdut.\$13__t1                      7.5886e-07
xxdut.\$10__t3                         3.37469
xxdut.vdd__t4                              3.6
xxdut.\$14__t4                         3.36568
xxdut.\$15__t0                      7.5688e-07
xxdut.\$11__t5                         3.37045
xxdut.vdd__t5                              3.6
xxdut.\$16__t4                         3.32363
xxdut.\$17__t0                             3.6
xxdut.\$14__t5                         3.36494
xxdut.vdd__t6                              3.6
xxdut.\$18__t4                          3.2439
xxdut.\$19__t0                             3.6
xxdut.\$16__t5                         3.32363
xxdut.vdd__t7                              3.6
xxdut.\$20__t4                         3.08732
xxdut.\$21__t0                             3.6
xxdut.\$18__t5                          3.2439
xxdut.vdd__t8                              3.6
xxdut.\$22__t4                         3.06405
xxdut.\$23__t0                      7.4435e-07
xxdut.\$20__t5                         3.08638
xxdut.vdd__t9                              3.6
xxdut.\$24__t4                         2.44541
xxdut.\$25__t0                             3.6
xxdut.\$22__t5                         3.06318
xxdut.vdd__t10                             3.6
xxdut.\$26__t2                         2.40751
xxdut.\$27__t0                      7.2464e-07
xxdut.\$24__t5                         2.44492
xxdut.vdd__t11                             3.6
xxdut.\$13__t2                      7.5899e-07
xxdut.t0__t2                               3.6
xxdut.vdd__t12                             3.6
xxdut.vdd__t13                             3.6
xxdut.\$15__t1                     7.57011e-07
xxdut.t1__t1                               3.6
xxdut.vdd__t53                             3.6
xxdut.vdd__t41                             3.6
xxdut.\$17__t1                             3.6
xxdut.t2__t1                                 0
xxdut.vdd__t42                             3.6
xxdut.vdd__t28                             3.6
xxdut.\$19__t1                             3.6
xxdut.t3__t1                                 0
xxdut.vdd__t43                             3.6
xxdut.vdd__t29                             3.6
xxdut.\$21__t1                             3.6
xxdut.t4__t1                                 0
xxdut.vdd__t44                             3.6
xxdut.vdd__t30                             3.6
xxdut.\$23__t1                     7.44472e-07
xxdut.t5__t1                               3.6
xxdut.vdd__t45                             3.6
xxdut.vdd__t31                             3.6
xxdut.\$25__t1                             3.6
xxdut.t6__t1                                 0
xxdut.vdd__t46                             3.6
xxdut.vdd__t32                             3.6
xxdut.\$27__t1                     7.24764e-07
xxdut.t7__t1                               3.6
xxdut.vdd__t47                             3.6
xxdut.vdd__t33                             3.6
xxdut.\$31__t3                         1.78485
xxdut.\$31__t1                         1.78468
xxdut.vdd__t57                          3.5998
xxdut.vdd__t54                             3.6
xxdut.\$30__t3                         1.49034
xxdut.\$31__t2                         1.78468
xxdut.vdd__t58                         3.59977
xxdut.vdd__t55                             3.6
xxdut.\$32__t1                         1.42282
xxdut.\$30__t1                         1.48985
xxdut.vdd__t48                         3.59911
xxdut.vdd__t34                             3.6
xxdut.\$34__t2                             3.6
xxdut.\$33__t2                      4.9113e-06
xxdut.vdd__t49                             3.6
xxdut.vdd__t35                             3.6
xxdut.\$35__t1                     7.45618e-07
xxdut.\$34__t1                             3.6
xxdut.vdd__t50                             3.6
xxdut.vdd__t36                             3.6
xxdut.\$44__t1                         2.91892
xxdut.\$32__t0                         1.41886
xxdut.vdd__t51                         3.59781
xxdut.vdd__t37                             3.6
xxdut.\$36__t1                         1.35996
xxdut.clk__t1                         0.598087
xxdut.\$44__t0                         2.91489
xxdut.vdd__t38                             3.6
xxdut.\$45__t1                         3.36414
xxdut.\$35__t0                     7.45577e-07
xxdut.vdd__t52                         3.59809
xxdut.vdd__t39                             3.6
xxdut.clk__t2                         0.604346
xxdut.\$36__t0                         1.35714
xxdut.\$45__t0                         3.36081
xxdut.vdd__t40                             3.6
xxdut.\$6__t10                         2.79819
xxdut.\$9__t2                          2.27142
xxdut.vdd__t14                         3.59991
xxdut.vdd__t15                             3.6
xxdut.vdd__t61                          3.5999
xxdut.\$9__t3                          2.27142
xxdut.\$6__t11                         2.79818
xxdut.vdd__t16                             3.6
xxdut.\$6__t8                          2.79818
xxdut.\$9__t5                          2.27142
xxdut.vdd__t60                          3.5999
xxdut.vdd__t27                             3.6
xxdut.vdd__t17                          3.5999
xxdut.\$9__t4                          2.27142
xxdut.\$6__t9                          2.79818
xxdut.vdd__t18                             3.6
xxdut.\$42__t5                         0.94023
xxdut.\$8__t4                          1.19948
xxdut.\$6__t0                          2.79816
xxdut.vdd__t19                             3.6
xxdut.\$6__t7                          2.79816
xxdut.\$8__t3                          1.19948
xxdut.\$42__t6                        0.940236
xxdut.vdd__t20                             3.6
xxdut.\$42__t3                        0.940241
xxdut.\$8__t2                          1.19948
xxdut.\$6__t6                          2.79816
xxdut.vdd__t25                             3.6
xxdut.\$6__t1                          2.79816
xxdut.\$8__t1                          1.19948
xxdut.\$42__t4                        0.940247
xxdut.vdd__t21                             3.6
xxdut.\$33__t6                     4.91132e-06
xxdut.\$26__t5                           2.407
xxdut.\$6__t3                          2.79816
xxdut.vdd__t26                             3.6
xxdut.\$6__t4                          2.79816
xxdut.\$26__t6                           2.407
xxdut.\$33__t5                     4.91132e-06
xxdut.vdd__t24                             3.6
xxdut.\$33__t4                     4.91133e-06
xxdut.\$26__t9                           2.407
xxdut.\$6__t5                          2.79816
xxdut.vdd__t23                             3.6
xxdut.\$6__t2                          2.79816
xxdut.\$26__t7                           2.407
xxdut.\$33__t3                     4.91133e-06
xxdut.vdd__t22                             3.6
xxdut.vss__t7                                0
xxdut.\$26__t8                           2.407
xxdut.vdd__t0                          3.59858
xxdut.x$87.11                          3.59774
xxdut.x$87.21                          2.40241
xxdut.\$7__t0                          2.40157
xxdut.\$7__t2                          2.39851
xxdut.x$88.11                          2.39767
xxdut.x$88.21                          1.20234
xxdut.\$8__t5                           1.2015
xxdut.\$8__t6                          1.19789
xxdut.x$89.11                          1.19705
xxdut.x$89.21                       0.00171744
xxdut.vss__t24                     0.000878029
xxdut.\$1__t0                         0.157558
xxdut.x$90.11                         0.157215
xxdut.x$90.21                      0.000634525
xxdut.vss__t1                       0.00029091
xxdut.vdd__t3                          3.59921
xxdut.x$91.11                          3.59831
xxdut.x$91.21                          3.37758
xxdut.\$10__t0                         3.37668
xxdut.\$10__t1                         3.37569
xxdut.x$92.11                          3.37536
xxdut.x$92.21                          3.37179
xxdut.\$11__t0                         3.37146
xxdut.\$11__t2                         3.37109
xxdut.x$93.11                          3.37083
xxdut.x$93.21                          3.36536
xxdut.\$14__t0                         3.36511
xxdut.\$14__t2                         3.36444
xxdut.x$94.11                          3.36354
xxdut.x$94.21                          3.32512
xxdut.\$16__t0                         3.32422
xxdut.\$16__t2                         3.32314
xxdut.x$95.11                          3.32224
xxdut.x$95.21                          3.24541
xxdut.\$18__t0                         3.24451
xxdut.\$18__t2                         3.24343
xxdut.x$96.11                          3.24253
xxdut.x$96.21                          3.08887
xxdut.\$20__t0                         3.08797
xxdut.\$20__t2                         3.08729
xxdut.x$97.11                          3.08722
xxdut.x$97.21                          3.06331
xxdut.\$22__t0                         3.06324
xxdut.\$22__t2                          3.0628
xxdut.x$98.11                           3.0619
xxdut.x$98.21                          2.44726
xxdut.\$24__t0                         2.44636
xxdut.\$24__t2                          2.4454
xxdut.x$99.11                          2.44537
xxdut.x$99.21                          2.40708
xxdut.\$26__t0                         2.40705
xxdut.\$1                             0.157731
xxdut.\$10                             3.37593
xxdut.\$11                             3.37124
xxdut.\$13                          7.5886e-07
xxdut.\$14                             3.36494
xxdut.\$15                          7.5688e-07
xxdut.\$16                             3.32363
xxdut.\$17                                 3.6
xxdut.\$18                              3.2439
xxdut.\$19                                 3.6
xxdut.\$20                             3.08732
xxdut.\$21                                 3.6
xxdut.\$22                             3.06318
xxdut.\$23                          7.4435e-07
xxdut.\$24                             2.44541
xxdut.\$25                                 3.6
xxdut.\$26                               2.407
xxdut.\$27                          7.2464e-07
xxdut.\$29                             1.12089
xxdut.\$30                             1.48985
xxdut.\$31                             1.78468
xxdut.\$32                             1.41886
xxdut.\$33                          4.9113e-06
xxdut.\$34                                 3.6
xxdut.\$35                         7.45577e-07
xxdut.\$36                             1.35714
xxdut.\$37                            0.821584
xxdut.\$42                            0.940151
xxdut.\$44                              2.9169
xxdut.\$45                             3.36247
xxdut.\$6                              2.79816
xxdut.\$7                              2.39973
xxdut.\$8                              1.19948
xxdut.\$9                              2.27142
clk                                   0.598087
t0                                         3.6
t1                                         3.6
t2                                           0
t3                                           0
t4                                           0
t5                                         3.6
t6                                           0
t7                                         3.6
vdd                                        3.6
vt7#branch                         2.77556e-17
vt6#branch                                   0
vt5#branch                                   0
vt4#branch                                   0
vt3#branch                                   0
vt2#branch                                   0
vt1#branch                        -2.77556e-17
vt0#branch                        -2.77556e-17
vdd#branch                        -0.000600551

 Reference value :  0.00000e+00
 Reference value :  6.53493e-08
 Reference value :  1.30485e-07
 Reference value :  1.98030e-07
 Reference value :  2.67766e-07
 Reference value :  3.46071e-07
 Reference value :  4.19411e-07
 Reference value :  4.80309e-07
 Reference value :  5.38455e-07
 Reference value :  6.01102e-07
 Reference value :  6.61213e-07
 Reference value :  7.19760e-07
 Reference value :  7.81689e-07
 Reference value :  8.40657e-07
 Reference value :  8.99944e-07
 Reference value :  9.61869e-07
 Reference value :  1.02884e-06
 Reference value :  1.09804e-06
 Reference value :  1.17316e-06
No. of Data Rows : 6344
ta                  =  1.37176e-07
tb                  =  7.96604e-07
ta = 1.371759e-07
tb = 7.966042e-07
period = 3.297141e-08
fosc = 3.032930e+07
ngspice-46 done

Note: Starting dynamic gmin stepping
Warning: Dynamic gmin stepping failed
Note: Starting true gmin stepping
Note: True gmin stepping completed
